chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
Artemis_2.07.02;Artemis;2.07.02;Veículos;Veículos;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de veículos em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Artemis_2.07.03;Artemis;2.07.03;Instalações;Instalações;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de investimentos com instalações.;N;N;;2.07
Artemis_2.07.04;Artemis;2.07.04;Equipamentos de Informática;Equipamentos de Informática;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de equipamentos de informática em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Artemis_2.07.05;Artemis;2.07.05;Móveis e Utensílios;Móveis e Utensílios;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de compras de móveis e utensílios em nome da empresa desde que não sejam destinados à revenda ou industrialização.;N;N;;2.07
Artemis_2.07.06;Artemis;2.07.06;Comunicação;Comunicação;;N;N;;;S;N;N;Utilize esta categoria para os pagamentos de investimentos com comunicação.;N;N;;2.07
Artemis_2.08;Artemis;2.08;Outras Despesas;Outras Despesas;;N;N;;;S;N;N;;S;N;;2
Artemis_2.08.01;Artemis;2.08.01;Adiantamento a Fornecedores;Adiantamento a Fornecedores;;N;N;;;S;N;N;Utilize esta categoria para classificar adiantamentos de dinheiro que sejam feitos a fornecedores por conta de serviços ou produtos a serem faturados futuramente.;N;N;;2.08
Artemis_2.08.02;Artemis;2.08.02;Demais Despesas;Demais Despesas;;S;N;;;S;N;S;Utilize esta categoria para classificar as demais despesas não relacionadas nas categorias acima.;N;N;;2.08
Artemis_2.08.95;Artemis;2.08.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Artemis_2.08.96;Artemis;2.08.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Artemis_2.08.97;Artemis;2.08.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Artemis_2.08.98;Artemis;2.08.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Artemis_2.08.99;Artemis;2.08.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Artemis_2.09;Artemis;2.09;Devoluções de Vendas;Devoluções de Vendas;;N;N;;;S;N;N;;S;N;;2
Artemis_2.09.01;Artemis;2.09.01;Devoluções de Vendas de Mercadoria;Devoluções de Vendas de Mercadoria;;N;N;;;S;N;N;;N;N;1.01.03;2.09
Artemis_2.09.02;Artemis;2.09.02;Devoluções de Vendas de Serviços Prestados;Devoluções de Vendas de Serviços Prestados;;N;N;;;S;N;N;;N;N;1.01.03;2.09
Artemis_2.09.03;Artemis;2.09.03;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Artemis_2.09.04;Artemis;2.09.04;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Artemis_2.09.05;Artemis;2.09.05;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.09
Artemis_2.10;Artemis;2.10;Grupo de Aportes;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Artemis_2.10.98;Artemis;2.10.98;Aportes em Empresas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.10
Artemis_2.10.99;Artemis;2.10.99;Devolução de Aporte;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.10
Artemis_2.11;Artemis;2.11;CSP Grupo Hórus;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Artemis_2.11.98;Artemis;2.11.98;Responsabilidade Técnica;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.11
Artemis_2.11.99;Artemis;2.11.99;Repasse Médico;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.11
Artemis_2.12;Artemis;2.12;Resultado de Operação - Saída;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Artemis_2.12.99;Artemis;2.12.99;Resultado de Operação;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.12
Artemis_2.13;Artemis;2.13;Contas em Trânsito - Saídas;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Artemis_2.13.95;Artemis;2.13.95;Pagamento de Contas de Clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Artemis_2.13.96;Artemis;2.13.96;Pagamento Indevido;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.03;2.13
Artemis_2.13.97;Artemis;2.13.97;Adiantamento de Cliente (controle);"&lt;Disponível&gt;";ADC;N;S;;;S;N;N;;N;N;;2.13
Artemis_2.13.98;Artemis;2.13.98;Pendencia de conciliação;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Artemis_2.13.99;Artemis;2.13.99;Transferência entre Contas - Saída;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Artemis_2.14;Artemis;2.14;Triangulação - CSC - Saida;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Artemis_2.14.99;Artemis;2.14.99;CSC - Triangulação - Saida;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Osiris_0.01;Osiris;0.01;Transferência;Transferência;;N;N;;;N;N;S;;S;S;;0
Osiris_0.01.01;Osiris;0.01.01;Entrada de Transferência;Entrada de Transferência;;N;N;;;N;S;S;;N;S;;0.01
Osiris_0.01.02;Osiris;0.01.02;Saída de Transferência;Saída de Transferência;;N;N;;;S;N;S;;N;S;;0.01
Osiris_1.01;Osiris;1.01;Vendas;Receitas Diretas;;N;N;;;N;S;N;;S;N;;1
Osiris_1.01.01;Osiris;1.01.01;Vendas Público;Clientes - Venda de Mercadoria Fabricadas;;N;N;;;N;S;N;;N;N;1.01.01;1.01
Osiris_1.01.02;Osiris;1.01.02;Vendas Privado;Clientes - Serviços Prestados;;N;N;;;N;S;N;;N;N;1.01.01;1.01
Osiris_1.01.03;Osiris;1.01.03;Clientes - Revenda de Mercadoria;Clientes - Revenda de Mercadoria;;S;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de revendas de produtos.;N;N;1.01.01;1.01
Osiris_1.01.95;Osiris;1.01.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Osiris_1.01.96;Osiris;1.01.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Osiris_1.01.97;Osiris;1.01.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Osiris_1.01.98;Osiris;1.01.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Osiris_1.01.99;Osiris;1.01.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Osiris_1.02;Osiris;1.02;Honorários;Receitas Indiretas;;N;N;;;N;S;N;;S;N;;1
Osiris_1.02.01;Osiris;1.02.01;Mensais - Mês Corrente;Dividendos Recebidos;;N;N;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.02;Osiris;1.02.02;Mensais - Meses Anteriores;Juros de Aplicações;;N;N;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.92;Osiris;1.02.92;Honorários;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.02
Osiris_1.02.93;Osiris;1.02.93;Honorários Extra;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.02
Osiris_1.02.94;Osiris;1.02.94;CIPLAN - Terceirização;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.95;Osiris;1.02.95;Taxa Anual;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.96;Osiris;1.02.96;Extras - Imposto de Renda;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.97;Osiris;1.02.97;Extras - Contábil;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.98;Osiris;1.02.98;Extras - Fiscal;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.02.99;Osiris;1.02.99;Extras - DP;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Osiris_1.03;Osiris;1.03;Consultoria;Devoluções;;N;N;;;N;S;N;;S;N;;1
Osiris_1.03.01;Osiris;1.03.01;Desoneração de Folha;Devoluções de Compra de Mercadoria de Revenda;;N;N;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.02;Osiris;1.03.02;Saldo Negativo;Devoluções de Compra de Material de Consumo;;N;N;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.03;Osiris;1.03.03;Consultoria PIS/COFINS;Devoluções de Compra de Ativo - Máquinas e Equip.;;N;N;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.04;Osiris;1.03.04;Consultoria ICMS;Devoluções de Compra de Ativo - Veículos;;N;N;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.26;Osiris;1.03.26;Cruzada de INSS x Federal;Devoluções de Compra de Suprimentos de Informática;;N;N;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.96;Osiris;1.03.96;Consultoria Empresarial;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.97;Osiris;1.03.97;Consultoria Geral;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.98;Osiris;1.03.98;Recuperação de Crédito Fiscal;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.03.99;Osiris;1.03.99;Redução IRPJ/CSLL;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.03
Osiris_1.04;Osiris;1.04;Societário;Outras Receitas;;N;N;;;N;S;N;;S;N;;1
Osiris_1.04.01;Osiris;1.04.01;Alteração Contratual;Adiantamento de Clientes;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.02;Osiris;1.04.02;Constituição;Reembolso de Despesas;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.03;Osiris;1.04.03;Baixa de Empresa;Empréstimos Bancários;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.04;Osiris;1.04.04;Licença de Funcionamento;Aumento de Capital;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.05;Osiris;1.04.05;Licença Sanitária;Venda de Participações;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.06;Osiris;1.04.06;CRM;Venda de Ativos - Máquinas e Equipamentos;;N;N;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.95;Osiris;1.04.95;CNES;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.96;Osiris;1.04.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.04
Osiris_1.04.97;Osiris;1.04.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.04
Osiris_1.04.98;Osiris;1.04.98;CIPLAN;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.04.99;Osiris;1.04.99;SICAF;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.04
Osiris_1.05;Osiris;1.05;Receita Escolar;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.05.94;Osiris;1.05.94;ND Reembolsos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.05.95;Osiris;1.05.95;ND Adiantamento;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.05.96;Osiris;1.05.96;ND Férias;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.05.97;Osiris;1.05.97;ND RCT;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.05.98;Osiris;1.05.98;ND Benefícios;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.05.99;Osiris;1.05.99;Transporte Escolar;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.05
Osiris_1.06;Osiris;1.06;Receita Grupo Hórus;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.06.95;Osiris;1.06.95;Perda - Clínicas/Hospitais;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.06
Osiris_1.06.96;Osiris;1.06.96;Taxa Administrativa;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.06
Osiris_1.06.97;Osiris;1.06.97;Locação de Espaço Santé;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.06
Osiris_1.06.98;Osiris;1.06.98;Exames Ecografia;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.06
Osiris_1.06.99;Osiris;1.06.99;Clínicas/Hospitais;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.06
Osiris_1.07;Osiris;1.07;Participações - Entrada;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.07.99;Osiris;1.07.99;Receita de Distribuição;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.07
Osiris_1.08;Osiris;1.08;Receitas Não Operacionais;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.08.98;Osiris;1.08.98;Impostos não retidos;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;;1.08
Osiris_1.08.99;Osiris;1.08.99;Indicação de Serviço;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.01;1.08
Osiris_1.09;Osiris;1.09;Receitas Financeiras;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.09.87;Osiris;1.09.87;Estorno de pagamento - Entrada;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.88;Osiris;1.09.88;Devolução de crédito - SVR;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.09
Osiris_1.09.89;Osiris;1.09.89;Distribuição de Cooperados;"&lt;Disponível&gt;";;N;S;3.2.1.02.0001;RENDIMENTOS DE APLICAÇÕES FINANCEIRAS;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.90;Osiris;1.09.90;Estorno - Tarifas Bancárias;"&lt;Disponível&gt;";;N;S;4.2.2.05.00010;TARIFAS BANCÁRIAS;N;S;N;;N;N;;1.09
Osiris_1.09.91;Osiris;1.09.91;Não Identificado;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.92;Osiris;1.09.92;Venda de Veículos;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.93;Osiris;1.09.93;Venda de Imóveis;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.94;Osiris;1.09.94;Ações Judiciais;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.95;Osiris;1.09.95;Consórcios;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.96;Osiris;1.09.96;Juros de Clientes;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.97;Osiris;1.09.97;Entrada de Empréstimos não Bancários;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.98;Osiris;1.09.98;Empréstimo Bancário Concessão;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.11.02;1.09
Osiris_1.09.99;Osiris;1.09.99;Rendimento de Aplicação;"&lt;Disponível&gt;";;N;S;3.2.1.02.0001;RENDIMENTOS DE APLICAÇÕES FINANCEIRAS;N;S;N;;N;N;1.11.02;1.09
Osiris_1.10;Osiris;1.10;Aporte;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.10.97;Osiris;1.10.97;Aporte de Capital;"&lt;Disponível&gt;";;N;N;;;N;S;N;;N;N;;1.10
Osiris_1.10.98;Osiris;1.10.98;Mútuo Financeiro - Saída;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.10
Osiris_1.10.99;Osiris;1.10.99;Aporte Sócios;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.10
Osiris_1.11;Osiris;1.11;Contas em Trânsito - Entradas;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.11.88;Osiris;1.11.88;Adiantamento de Cliente;Adiantamento de Cliente;;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.89;Osiris;1.11.89;Pendencia de conciliação;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;;1.11
Osiris_1.11.90;Osiris;1.11.90;Devolução de Pagamento Indevido;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;;1.11
Osiris_1.11.91;Osiris;1.11.91;Crédito - Devolução de DOC/TED;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.92;Osiris;1.11.92;Recebimento Indevido;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;;1.11
Osiris_1.11.93;Osiris;1.11.93;Crédito Cheque Devolvido;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.94;Osiris;1.11.94;Reembolso Deslocamentos UBER/Taxa (não proprio);"&lt;Disponível&gt;";;S;S;;;N;S;S;;N;N;;1.11
Osiris_1.11.95;Osiris;1.11.95;Reembolso Cartórios (não proprio);"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.96;Osiris;1.11.96;Reembolso Taxas da Junta Comercial (não própria);"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.97;Osiris;1.11.97;Ressarcimento do Cliente;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;N;S;N;;N;N;;1.11
Osiris_1.11.98;Osiris;1.11.98;Resgate de Aplicação;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.11.99;Osiris;1.11.99;Transferência entre Contas - Entrada;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.11
Osiris_1.12;Osiris;1.12;Triangulação - CSC - Entrada;"&lt;Incluir novo grupo de Receita&gt;";;N;S;;;N;S;N;;S;N;;1
Osiris_1.12.99;Osiris;1.12.99;CSC - Triangulação - Entrada;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.12
Osiris_2.01;Osiris;2.01;Deduções;Despesas Diretas;;N;N;;;S;N;N;;S;N;;2
Osiris_2.01.01;Osiris;2.01.01;ICMS - Retido;Compras de Mercadorias para Revenda;;N;N;;;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.02;Osiris;2.01.02;PIS;Frete;;N;N;2.1.2.01.00009;PIS A RECOLHER;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.03;Osiris;2.01.03;COFINS;Compras de Materia Prima;;N;N;2.1.2.01.00010;COFINS A RECOLHER;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.04;Osiris;2.01.04;ISS - Imposto;Compra de Serviços;;N;N;2.1.2.01.00003;ISS A RECOLHER;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.95;Osiris;2.01.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.01
Osiris_2.01.96;Osiris;2.01.96;Retenção de Clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.97;Osiris;2.01.97;CSLL - Retenção;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.98;Osiris;2.01.98;IRRF (dedução);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.01.03;2.01
Osiris_2.01.99;Osiris;2.01.99;Devoluções;"&lt;Disponível&gt;";;N;S;3.1.2.01.00003;(-) DEVOLUÇÃO DE VENDA DE MERCADORIAS;S;N;N;;N;N;1.01.03;2.01
Osiris_2.02;Osiris;2.02;CSP Escolar;Despesas de Vendas e Marketing;;N;N;;;S;N;N;;S;N;;2
Osiris_2.02.01;Osiris;2.02.01;Folha de Pagamento - Salários [Escolar];Comissões;;N;N;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.02.02;Osiris;2.02.02;Folha de Pagamento - FGTS [Escolar];Marketing;;N;N;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.02.03;Osiris;2.02.03;Folha de Pagamento - INSS [Escolar];Despesas de Viagens;;N;N;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.02.04;Osiris;2.02.04;Folha de Pagamento - RCT [Escolar];Bonificações;;N;N;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.02.95;Osiris;2.02.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
Osiris_2.02.96;Osiris;2.02.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
Osiris_2.02.97;Osiris;2.02.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.02
Osiris_2.02.98;Osiris;2.02.98;Folha de Pagamento - Tarifas Bancárias [Escolar];"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.02.99;Osiris;2.02.99;Folha de Pagamento - Benefícios [Escolar];"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.02
Osiris_2.03;Osiris;2.03;Despesas Administrativas;Despesas com Pessoal;;N;N;;;S;N;N;;S;N;;2
Osiris_2.03.01;Osiris;2.03.01;Acordo Judicial e Extra Judicial;Salários;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.02;Osiris;2.03.02;Assinaturas, Periódicos e Portais;Adiantamento;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.03;Osiris;2.03.03;Cartórios (Despesa Própria);Férias;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.04;Osiris;2.03.04;Certificado Digital;Rescisões;;N;N;1.1.6.01.00002;ASSINATURAS E ANUIDADES;S;N;N;Despesas com rescisão de pessoal da empresa.;N;N;2.11.02;2.03
Osiris_2.03.05;Osiris;2.03.05;Combustível;13º Salário;;N;N;4.2.2.04.00029;COMBUSTIVEL;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.06;Osiris;2.03.06;Conselho de Classe Empresa;INSS;;N;N;4.2.2.04.00030;CONSELHOS DE CLASSE;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.07;Osiris;2.03.07;Despesas com Alimentação;FGTS;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.08;Osiris;2.03.08;Doação;IRRF;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.09;Osiris;2.03.09;Frete/Carretos/Motoboy;Pensão Alimentícia;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.10;Osiris;2.03.10;Hotel/Passagens;Assistência Médica;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.11;Osiris;2.03.11;IPVA;Vale Transporte;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.12;Osiris;2.03.12;Junta Comercial (Despesa Própria);Vale Refeição;;N;N;4.2.2.03.00020;TAXAS JUNTA COMERCIAL;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.13;Osiris;2.03.13;Limpeza/Conservação;Seguro de Vida;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.14;Osiris;2.03.14;Locação de Impressora;Outros Benefícios;;N;N;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.84;Osiris;2.03.84;Licença Microsoft;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.03
Osiris_2.03.85;Osiris;2.03.85;ITBI/ITCD;"&lt;Disponível&gt;";;N;S;4.2.2.03.00005;TAXAS E LICENÇAS DE USO;S;N;N;;N;N;;2.03
Osiris_2.03.86;Osiris;2.03.86;CSC - Administração de Contratos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.87;Osiris;2.03.87;Taxa - Agefis;"&lt;Disponível&gt;";;N;S;4.2.2.03.00020;TAXAS LICENÇA DE FUNCIONAMENTO;S;N;N;;N;N;;2.03
Osiris_2.03.88;Osiris;2.03.88;Reembolso - Despesas Administrativas;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.03
