chave_unica;empresa;codigo;descricao;descricao_padrao;tipo_categoria;conta_inativa;definida_pelo_usuario;id_conta_contabil;tag_conta_contabil;conta_despesa;conta_receita;nao_exibir;natureza;totalizadora;transferencia;codigo_dre;categoria_superior
Osiris_2.03.89;Osiris;2.03.89;Transporte/Locomoção/Estacionamento;"&lt;Disponível&gt;";;N;S;4.2.2.04.00031;TRANSPORTE;S;N;N;;N;N;;2.03
Osiris_2.03.90;Osiris;2.03.90;Material de Informática;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.91;Osiris;2.03.91;Taxas Sindicais Patronais;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.92;Osiris;2.03.92;Tarifas Bancárias;"&lt;Disponível&gt;";;N;S;4.2.2.05.00010;TARIFAS BANCÁRIAS;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.93;Osiris;2.03.93;Seguro Responsabilidade Civil;"&lt;Disponível&gt;";;N;S;4.2.2.04.00005;SEGUROS;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.94;Osiris;2.03.94;Parcerias Comercias;"&lt;Disponível&gt;";;N;S;4.2.2.04.00026;COMISSÕES;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.95;Osiris;2.03.95;Material de Limpeza/Copa/Cozinha;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.96;Osiris;2.03.96;Material de Escritório;"&lt;Disponível&gt;";;N;S;4.2.2.04.00006;MATERIAL DE ESCRITÓRIO;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.97;Osiris;2.03.97;Marketing;"&lt;Disponível&gt;";;N;S;4.2.2.04.00020;PROPAGANDA E PUBLICIDADE;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.98;Osiris;2.03.98;Manutenção de Rede/Computadores;"&lt;Disponível&gt;";;N;S;4.2.2.04.00027;SERVIÇOS DE INFORMÁTICA;S;N;N;;N;N;2.11.02;2.03
Osiris_2.03.99;Osiris;2.03.99;Locação de Software;"&lt;Disponível&gt;";;N;S;4.2.2.04.00023;SOFTWARE;S;N;N;;N;N;2.11.02;2.03
Osiris_2.04;Osiris;2.04;Folha de Pagamento;Despesas Administrativas;;N;N;;;S;N;N;;S;N;;2
Osiris_2.04.01;Osiris;2.04.01;13º Salário;Aluguel;;N;N;2.1.3.01.00008;13º SALÁRIO A PAGAR;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.02;Osiris;2.04.02;Bolsa Estagio;Condomínio;;N;N;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.03;Osiris;2.04.03;Férias;Água e Esgoto;;N;N;4.2.2.01.00005;FÉRIAS;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.04;Osiris;2.04.04;FGTS;Energia Elétrica;;N;N;2.1.3.02.00002;FGTS A RECOLHER;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.05;Osiris;2.04.05;Honorários Gerentes;Telefonia;;N;N;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.06;Osiris;2.04.06;INSS - Colaborador;Material de Escritório;;N;N;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.07;Osiris;2.04.07;INSS - Empresa;Manutenção de Imobilizado;;N;N;2.1.3.02.00001;INSS A RECOLHER;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.08;Osiris;2.04.08;IRRF;Seguros;;N;N;2.1.3.02.00004;IRRF S/ FOLHA DE PAGAMENTO A RECOLHER;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.09;Osiris;2.04.09;Pró-Labore;IPTU;;N;N;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.10;Osiris;2.04.10;Rescisão;Contabilidade;;N;N;4.2.2.01.00008;INDENIZAÇÕES E AVISO PRÉVIO;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.11;Osiris;2.04.11;Salários;Advogados;;N;N;2.1.3.01.00001;SALÁRIOS E ORDENADOS A PAGAR;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.12;Osiris;2.04.12;Taxas Sindicais Laborais;Auditorias;;N;N;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.13;Osiris;2.04.13;Segurança;Segurança;;S;N;4.2.2.04.00022;HIGIENIZAÇÃO, SEGURANÇA E LIMPEZA;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.14;Osiris;2.04.14;Limpeza;Limpeza;;S;N;;;S;N;N;;N;N;;2.04
Osiris_2.04.95;Osiris;2.04.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.04
Osiris_2.04.96;Osiris;2.04.96;CSC - Folha de Pagamento;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.97;Osiris;2.04.97;Adiantamento Salarial;"&lt;Disponível&gt;";;N;S;1.1.3.06.00001;ADIANTAMENTO DE SALÁRIO;S;N;N;;N;N;;2.04
Osiris_2.04.98;Osiris;2.04.98;Adiantamento 13° Salário;"&lt;Disponível&gt;";;N;S;1.1.3.06.00002;ADIANTAMENTO DE 13º SALÁRIO;S;N;N;;N;N;2.11.01;2.04
Osiris_2.04.99;Osiris;2.04.99;Reembolso - Folha de Pagamento;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;2.11.02;2.04
Osiris_2.05;Osiris;2.05;Benefícios;Despesas Financeiras / Bancos;;N;N;;;S;N;N;;S;N;;2
Osiris_2.05.01;Osiris;2.05.01;Bem Estar e Saúde;Juros sobre Empréstimos;;N;N;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.02;Osiris;2.05.02;Brindes a Colaboradores;Multas;;N;N;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.03;Osiris;2.05.03;Cartão Prêmio;Pagamento de Empréstimos;;N;N;4.2.2.01.00017;DUO CARD;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.04;Osiris;2.05.04;Confraternização;Tarifas Bancárias;;N;N;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.83;Osiris;2.05.83;Devolução de VT;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.84;Osiris;2.05.84;Devolução de VA;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.85;Osiris;2.05.85;Vale Transporte;"&lt;Disponível&gt;";;N;S;4.2.2.01.00010;VALE TRANSPORTE;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.86;Osiris;2.05.86;Vale Alimentação;"&lt;Disponível&gt;";;N;S;4.2.2.01.00012;DESPESAS COM ALIMENTAÇÃO EMPREGADOS;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.87;Osiris;2.05.87;Plano de Saúde;"&lt;Disponível&gt;";;N;S;4.2.2.01.00019;PLANO DE SAÚDE;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.88;Osiris;2.05.88;Reembolso - Benefícios;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;2.11.01;2.05
Osiris_2.05.89;Osiris;2.05.89;Cursos e Treinamentos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.90;Osiris;2.05.90;Bolsa Estudo;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.91;Osiris;2.05.91;PLR;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.92;Osiris;2.05.92;Bonificações e Prêmios;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.93;Osiris;2.05.93;Seguro de Vida - Colaboradores;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.94;Osiris;2.05.94;Seguro Veículo Diretoria;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.95;Osiris;2.05.95;Seguro de Vida - Diretoria;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.96;Osiris;2.05.96;Plano Odontológico;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.97;Osiris;2.05.97;Lanches e Refeições;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.98;Osiris;2.05.98;IPVA Diretoria;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.05.99;Osiris;2.05.99;Conselho de Classe - Colaborador;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.01;2.05
Osiris_2.06;Osiris;2.06;Despesas de Infraestrutura;Impostos e Taxas;;N;N;;;S;N;N;;S;N;;2
Osiris_2.06.01;Osiris;2.06.01;Água;ICMS;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.02;Osiris;2.06.02;Aluguéis Escritório Virtual;IPI;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.03;Osiris;2.06.03;Energia Elétrica;PIS;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.04;Osiris;2.06.04;IPTU;COFINS;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.05;Osiris;2.06.05;Telefone Fixo;IRPJ;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.06;Osiris;2.06.06;Telefone Celular;Contribuição Social;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.07;Osiris;2.06.07;Internet Dedicada;ISS;;N;N;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.93;Osiris;2.06.93;CSC - Infraestrutura;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.94;Osiris;2.06.94;Manutenção e Consertos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.95;Osiris;2.06.95;Manutenções Predial / Moveis e Utensílios;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;;2.06
Osiris_2.06.96;Osiris;2.06.96;Reformas / Adequações;"&lt;Disponível&gt;";;S;S;;;S;N;S;;N;N;2.11.02;2.06
Osiris_2.06.97;Osiris;2.06.97;Serviços de Segurança / Monitoramento;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.98;Osiris;2.06.98;Seguro Predial;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.06.99;Osiris;2.06.99;Condomínio/Aluguel/IPTU;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.06
Osiris_2.07;Osiris;2.07;Impostos;Investimento;;N;N;;;S;N;N;;S;N;;2
Osiris_2.07.01;Osiris;2.07.01;IRPJ;Máquinas e Equipamentos;;N;N;2.1.2.01.00006;IRPJ A RECOLHER;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.02;Osiris;2.07.02;Simples Nacional;Veículos;;N;N;;;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.03;Osiris;2.07.03;CSLL;Instalações;;N;N;2.1.2.01.00007;CSLL A RECOLHER;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.04;Osiris;2.07.04;ICMS;Equipamentos de Informática;;N;N;;;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.05;Osiris;2.07.05;ICMS DIFAL;Móveis e Utensílios;;N;N;;;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.06;Osiris;2.07.06;ISS - Imposto;Comunicação;;N;N;2.1.2.01.00003;ISS A RECOLHER;S;N;N;;N;N;1.01.02;2.07
Osiris_2.07.99;Osiris;2.07.99;IRRF - Folha de Pagamento;"&lt;Disponível&gt;";;N;S;2.1.3.02.00004;IRRF S/ FOLHA DE PAGAMENTO A RECOLHER;S;N;N;;N;N;1.01.02;2.07
Osiris_2.08;Osiris;2.08;Impostos Parcelados;Outras Despesas;;N;N;;;S;N;N;;S;N;;2
Osiris_2.08.01;Osiris;2.08.01;Simples Nacional - Parcelado;Adiantamento a Fornecedores;;N;N;;;S;N;N;;N;N;1.01.02;2.08
Osiris_2.08.02;Osiris;2.08.02;INSS Parcelado;Demais Despesas;;N;N;;;S;N;N;;N;N;1.01.02;2.08
Osiris_2.08.95;Osiris;2.08.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Osiris_2.08.96;Osiris;2.08.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Osiris_2.08.97;Osiris;2.08.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Osiris_2.08.98;Osiris;2.08.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Osiris_2.08.99;Osiris;2.08.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;S;N;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;2.08
Osiris_2.09;Osiris;2.09;Serviços Profissionais;Devoluções de Vendas;;N;N;;;S;N;N;;S;N;;2
Osiris_2.09.01;Osiris;2.09.01;Escritório Contábil/Despachante;Devoluções de Vendas de Mercadoria;;N;N;;;S;N;N;;N;N;2.11.02;2.09
Osiris_2.09.02;Osiris;2.09.02;Empresa Facilitadora de Estágio;Devoluções de Vendas de Serviços Prestados;;N;N;;;S;N;N;;N;N;2.11.02;2.09
Osiris_2.09.03;Osiris;2.09.03;Honorários Contábeis;"&lt;Disponível&gt;";;N;S;4.2.2.04.00008;HONORÁRIOS CONTÁBEIS;S;N;N;;N;N;2.11.02;2.09
Osiris_2.09.04;Osiris;2.09.04;Consultoria Empresarial;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Osiris_2.09.05;Osiris;2.09.05;Honorários Advocatícios;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.02;2.09
Osiris_2.10;Osiris;2.10;CMV Holpemed;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.10.99;Osiris;2.10.99;Fornecedores;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.10
Osiris_2.11;Osiris;2.11;CSP Alldax;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.11.98;Osiris;2.11.98;Comissão ALLDAX Consultoria;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.11
Osiris_2.11.99;Osiris;2.11.99;Comissão ALLDAX Honorários;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;1.21.02;2.11
Osiris_2.12;Osiris;2.12;CSP Grupo Hórus;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.12.95;Osiris;2.12.95;Comissão Osiris;"&lt;Disponível&gt;";;N;S;4.2.2.04.00026;COMISSÕES;S;N;N;;N;N;1.21.02;2.12
Osiris_2.12.96;Osiris;2.12.96;Responsabilidade Técnica;"&lt;Disponível&gt;";;N;S;4.2.2.04.00028;SERVIÇOS DE ASSESSORIA;S;N;N;;N;N;1.21.02;2.12
Osiris_2.12.97;Osiris;2.12.97;Comissão Hórus;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;1.21.02;2.12
Osiris_2.12.98;Osiris;2.12.98;Repasse Ecografia;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Osiris_2.12.99;Osiris;2.12.99;Repasse Médico;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;1.21.02;2.12
Osiris_2.13;Osiris;2.13;Participações - Saída;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.13.99;Osiris;2.13.99;Aportes em Empresas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.13
Osiris_2.14;Osiris;2.14;Despesas Financeiras;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.14.87;Osiris;2.14.87;Taxa Cartão de Crédito;Taxa Cartão de Crédito;;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.88;Osiris;2.14.88;Estorno de pagamento - Saída;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.89;Osiris;2.14.89;Não Identificado;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.14
Osiris_2.14.90;Osiris;2.14.90;Empréstimos Consórcio de Veículos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.91;Osiris;2.14.91;Juros;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.92;Osiris;2.14.92;Prejuízos com Clientes;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.93;Osiris;2.14.93;Devolução Tax All;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.94;Osiris;2.14.94;Multas de Mora;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.95;Osiris;2.14.95;Consórcios de Imóveis;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.96;Osiris;2.14.96;Consorcios de Veiculos;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.97;Osiris;2.14.97;Saídas - Empréstimos Não Bancários;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.98;Osiris;2.14.98;Saídas - Empréstimos Bancários;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.14.99;Osiris;2.14.99;Aplicações Financeiras;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.11.03;2.14
Osiris_2.15;Osiris;2.15;Investimento;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.15.96;Osiris;2.15.96;Obra;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;3.01.01;2.15
Osiris_2.15.97;Osiris;2.15.97;Imobiliário;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;3.01.01;2.15
Osiris_2.15.98;Osiris;2.15.98;Móveis e Utensílios - Aquisição;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;3.01.01;2.15
Osiris_2.15.99;Osiris;2.15.99;Computadores;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;3.01.01;2.15
Osiris_2.16;Osiris;2.16;Distribuições;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.16.98;Osiris;2.16.98;Mútuo Financeiro - Entradas;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.16
Osiris_2.16.99;Osiris;2.16.99;Distribuições de Lucro;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.16
Osiris_2.17;Osiris;2.17;Contas em Trânsito - Saídas;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.17.86;Osiris;2.17.86;Adiantamento de Cliente;Adiantamento de Clientes;;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.87;Osiris;2.17.87;Perda - Fee Concimed;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.88;Osiris;2.17.88;Perda - Repasse Médico;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.89;Osiris;2.17.89;Pendencia de conciliação;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.90;Osiris;2.17.90;Pagamento Indevido;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;;2.17
Osiris_2.17.91;Osiris;2.17.91;Transferência entre Contas - Saída;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.92;Osiris;2.17.92;Débito -  Acerto Devolução de DOC/TED;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.93;Osiris;2.17.93;Devolução de Recebimento Indevido;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;;2.17
Osiris_2.17.94;Osiris;2.17.94;Débito Cheque Devolvido;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.95;Osiris;2.17.95;Deslocamentos UBER/Taxa (não proprio);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.96;Osiris;2.17.96;Cartórios (não proprio);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.97;Osiris;2.17.97;Taxas da Junta Comercial (não própria);"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.17.98;Osiris;2.17.98;Pagamento de Contas de Clientes;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;;2.17
Osiris_2.17.99;Osiris;2.17.99;Aplicações Financeiras;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.17
Osiris_2.18;Osiris;2.18;Aporte;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.18.99;Osiris;2.18.99;Devolução de Aporte;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.18
Osiris_2.19;Osiris;2.19;Despesas Comerciais;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.19.98;Osiris;2.19.98;Eventos com Cliente;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;2.01.01;2.19
Osiris_2.19.99;Osiris;2.19.99;Brindes a Clientes;"&lt;Disponível&gt;";;N;S;4.2.2.03.00011;BRINDES;S;N;N;;N;N;2.01.01;2.19
Osiris_2.20;Osiris;2.20;Resultado de Operação - Saídas;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.20.99;Osiris;2.20.99;Resultado de Operação;"&lt;Disponível&gt;";;N;S;1.1.1.01.00002;LANÇAMENTOS A IDENTIFICAR;S;N;N;;N;N;;2.20
Osiris_2.21;Osiris;2.21;Triangulação - CSC - Saida;"&lt;Incluir novo grupo de Despesa&gt;";;N;S;;;S;N;N;;S;N;;2
Osiris_2.21.99;Osiris;2.21.99;CSC - Triangulação - Saida;"&lt;Disponível&gt;";;N;S;;;S;N;N;;N;N;;2.21
Apolo_0.01;Apolo;0.01;Transferência;Transferência;;N;N;;;N;N;S;;S;S;;0
Apolo_0.01.01;Apolo;0.01.01;Entrada de Transferência;Entrada de Transferência;;N;N;;;N;S;S;;N;S;;0.01
Apolo_0.01.02;Apolo;0.01.02;Saída de Transferência;Saída de Transferência;;N;N;;;S;N;S;;N;S;;0.01
Apolo_1.01;Apolo;1.01;Receitas Diretas;Receitas Diretas;;N;N;;;N;S;N;;S;N;;1
Apolo_1.01.01;Apolo;1.01.01;Vendas Público;Clientes - Venda de Mercadoria Fabricadas;;N;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de vendas de produtos fabricados.;N;N;1.01.01;1.01
Apolo_1.01.02;Apolo;1.01.02;Vendas Privado;Clientes - Serviços Prestados;;N;N;;;N;S;N;;N;N;1.01.01;1.01
Apolo_1.01.03;Apolo;1.01.03;Clientes - Revenda de Mercadoria;Clientes - Revenda de Mercadoria;;S;N;;;N;S;N;Esta categoria deve ser utilizada para receitas provenientes de revendas de produtos.;N;N;1.01.01;1.01
Apolo_1.01.95;Apolo;1.01.95;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Apolo_1.01.96;Apolo;1.01.96;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Apolo_1.01.97;Apolo;1.01.97;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Apolo_1.01.98;Apolo;1.01.98;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Apolo_1.01.99;Apolo;1.01.99;"&lt;Disponível&gt;";"&lt;Disponível&gt;";;S;S;;;N;S;S;Você pode informar aqui um descritivo para orientar sobre como esta categoria deve ser utilizada.;N;N;;1.01
Apolo_1.02;Apolo;1.02;Honorários;Receitas Indiretas;;N;N;;;N;S;N;;S;N;;1
Apolo_1.02.01;Apolo;1.02.01;Mensais - Mês Corrente;Dividendos Recebidos;;N;N;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.02;Apolo;1.02.02;Mensais - Meses Anteriores;Juros de Aplicações;;N;N;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.93;Apolo;1.02.93;Honorários;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;;1.02
Apolo_1.02.94;Apolo;1.02.94;Honorários Extra;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.95;Apolo;1.02.95;CIPLAN - Terceirização;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.96;Apolo;1.02.96;Extras - Imposto de Renda;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.97;Apolo;1.02.97;Extras - Contábil;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.98;Apolo;1.02.98;Extras - Fiscal;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.02.99;Apolo;1.02.99;Extras - DP;"&lt;Disponível&gt;";;N;S;;;N;S;N;;N;N;1.01.01;1.02
Apolo_1.03;Apolo;1.03;Consultoria;Devoluções;;N;N;;;N;S;N;;S;N;;1
Apolo_1.03.01;Apolo;1.03.01;Desoneração de Folha;Devoluções de Compra de Mercadoria de Revenda;;N;N;;;N;S;N;;N;N;1.01.01;1.03
